n_jobs,weekday_days,weekend_extension_days,maintenance_duration,mu_scale,sigma_scale,k,job_abstraction,ct_proxy_whole_line_takt_min_per_unit,approx_units_per_model_job,shifts_per_day,daily_capacity_min,mean_uptime_between_stops,mean_stop_duration,stop_duration_cv,gurobi_status,solve_time_sec,solve_wall_time_sec,accepted_for_simulation,objective_value,planned_total_ot,n_days_with_planned_ot,mu_A_mean,mu_B_mean,sigma_A_mean,sigma_B_mean,mu_total_mean,mu_total_min,mu_total_max,sigma_total_mean,sigma_total_min,sigma_total_max,k_buffer_mean,k_buffer_min,k_buffer_max,p_robust_mean,p_robust_min,p_robust_max,total_nominal_load,total_robust_load,avg_nominal_load_per_day,avg_robust_load_per_day,daily_nominal_utilization_ratio,daily_robust_utilization_ratio,prob_cleared_within_weekdays,prob_cleared_within_extended_horizon,prob_terminal_backlog_after_extension,avg_terminal_backlog_after_extension,avg_max_backlog,avg_n_spillover_days,prob_any_spillover,avg_first_spillover_day,avg_n_weekend_days_used,prob_any_weekend_use,avg_weekend_used_time,avg_total_weekend_cost,avg_final_completion_day,system_ok
100,20,8,120.0,1.0,1.0,1.0,batch_level_workload_not_one_physical_unit,0.78,192,2,960.0,9.21,0.55,1.0,2,0.00014209747314453125,0.006249904632568359,True,0.0,0.0,0,90.31618711333893,60.250589899835035,14.32193784540211,9.488272385703153,150.56677701317398,138.2062408707232,169.02174923268495,17.233493413806155,12.037673680533384,22.880943719559852,17.233493413806155,12.037673680533384,22.880943719559852,167.80027042698012,153.31629468121972,187.79522051258851,15056.677701317392,16780.027042698013,752.8338850658696,839.0013521349007,0.7842019636102808,0.8739597418071882,0.0,1.0,0.0,0.0,16.69,21.7,1.0,2.15,3.85,1.0,2452.823576480889,20777.588611847113,23.85,True
100,20,8,120.0,1.0,1.0,1.5,batch_level_workload_not_one_physical_unit,0.78,192,2,960.0,9.21,0.55,1.0,2,0.00014281272888183594,0.0062732696533203125,True,0.0,0.0,0,90.31618711333893,60.250589899835035,14.32193784540211,9.488272385703153,150.56677701317398,138.2062408707232,169.02174923268495,17.233493413806155,12.037673680533384,22.880943719559852,25.850240120709234,18.056510520800074,34.32141557933978,176.4170171338832,160.45863157669254,197.18195615254027,15056.677701317392,17641.701713388316,752.8338850658696,882.0850856694158,0.7842019636102808,0.9188386309056414,0.0,1.0,0.0,0.0,16.66,21.66,1.0,2.15,3.81,1.0,2447.880831807147,20726.046654457175,23.81,True
105,20,8,120.0,1.0,1.0,0.5,batch_level_workload_not_one_physical_unit,0.78,192,2,960.0,9.21,0.55,1.0,2,0.005462169647216797,0.019584178924560547,True,0.0,0.0,0,90.14266688458714,60.36327688737923,14.337829439713007,9.506018350247587,150.50594377196637,138.2062408707232,169.02174923268495,17.254733396148378,12.037673680533384,22.880943719559852,8.627366698074189,6.018836840266692,11.440471859779926,159.13331047004056,146.17395778574692,178.40848487263673,15803.124096056465,16708.99759935426,790.1562048028233,835.4498799677131,0.8230793800029409,0.8702602916330344,0.0,1.0,0.0,0.0,21.82,23.8,1.0,1.07,4.87,1.0,3259.832815556938,27539.662524455503,24.87,True
105,20,8,120.0,1.0,1.0,1.0,batch_level_workload_not_one_physical_unit,0.78,192,2,960.0,9.21,0.55,1.0,2,0.29394006729125977,0.3113272190093994,True,0.0,0.0,0,90.14266688458714,60.36327688737923,14.337829439713007,9.506018350247587,150.50594377196637,138.2062408707232,169.02174923268495,17.254733396148378,12.037673680533384,22.880943719559852,17.254733396148378,12.037673680533384,22.880943719559852,167.76067716811474,153.31629468121972,187.79522051258851,15803.124096056465,17614.87110265205,790.1562048028233,880.7435551326025,0.8230793800029409,0.9174412032631276,0.0,1.0,0.0,0.0,21.75,23.71,1.0,1.15,4.86,1.0,3211.67119492247,27151.36955937976,24.86,True
105,20,8,120.0,1.0,1.0,1.5,batch_level_workload_not_one_physical_unit,0.78,192,2,960.0,9.21,0.55,1.0,2,12.980403900146484,13.009421825408936,True,1866.7281874689684,193.3456374937937,5,90.14266688458714,60.36327688737923,14.337829439713007,9.506018350247587,150.50594377196637,138.2062408707232,169.02174923268495,17.254733396148378,12.037673680533384,22.880943719559852,25.88210009422257,18.056510520800074,34.32141557933978,176.38804386618895,160.45863157669254,197.18195615254027,15803.124096056465,18520.744605949836,790.1562048028233,926.0372302974918,0.8230793800029409,0.9646221148932206,0.0,1.0,0.0,0.0,23.25,23.71,1.0,1.18,4.9,1.0,3438.5919836271823,28978.73586901746,24.9,True
110,20,8,120.0,1.0,1.0,0.5,batch_level_workload_not_one_physical_unit,0.78,192,2,960.0,9.21,0.55,1.0,2,0.007261991500854492,0.014537334442138672,True,0.0,0.0,0,90.18145573404394,60.4563840987301,14.27933145643849,9.520680888553667,150.63783983277403,131.97349322372438,169.02174923268495,17.2178046479452,12.037673680533384,22.880943719559852,8.6089023239726,6.018836840266692,11.440471859779926,159.24674215674665,140.84100139014993,178.40848487263673,16570.16238160514,17517.141637242134,828.508119080257,875.8570818621067,0.863029290708601,0.9123511269396946,0.0,1.0,0.0,0.0,26.93,25.1,1.0,1.01,6.11,1.0,4136.324987329158,34923.59989863326,26.11,True
110,20,8,120.0,1.0,1.0,1.0,batch_level_workload_not_one_physical_unit,0.78,192,2,960.0,9.21,0.55,1.0,9,120.01784086227417,123.49448919296265,False,1044.5573036129333,100.91146072258665,3,90.18145573404394,60.4563840987301,14.27933145643849,9.520680888553667,150.63783983277403,131.97349322372438,169.02174923268495,17.2178046479452,12.037673680533384,22.880943719559852,17.2178046479452,12.037673680533384,22.880943719559852,167.85564448071923,149.70850955657548,188.05527473933728,16570.16238160514,18464.120892879113,828.508119080257,923.2060446439557,0.863029290708601,0.9616729631707872,,,,,,,,,,,,,,False
110,20,8,120.0,1.0,1.0,1.5,batch_level_workload_not_one_physical_unit,0.78,192,2,960.0,9.21,0.55,1.0,9,120.1125738620758,121.7678074836731,False,4800.6752366211485,600.1350473242298,10,90.18145573404394,60.4563840987301,14.27933145643849,9.520680888553667,150.63783983277403,131.97349322372438,169.02174923268495,17.2178046479452,12.037673680533384,22.880943719559852,25.8267069719178,18.056510520800074,34.32141557933978,176.46454680469185,158.57601772300103,198.4214171446618,16570.16238160514,19411.1001485161,828.508119080257,970.555007425805,0.863029290708601,1.0109947994018802,,,,,,,,,,,,,,False
120,20,8,120.0,1.0,1.0,0.5,batch_level_workload_not_one_physical_unit,0.78,192,2,960.0,9.21,0.55,1.0,2,0.3218729496002197,0.33563947677612305,True,0.0,0.0,0,90.28714855451865,60.58234763163592,14.231773741862389,9.540517645552441,150.86949618615458,131.97349322372438,169.02174923268495,17.18949087279625,12.037673680533384,22.880943719559852,8.594745436398124,6.018836840266692,11.440471859779926,159.4642416225527,140.84100139014993,178.40848487263673,18104.33954233855,19135.708994706325,905.2169771169274,956.7854497353162,0.942934351163466,0.9966515101409544,0.0,0.45,0.55,1.37,37.83,27.5,1.0,1.01,7.96,1.0,5678.586969597436,47816.69575677949,27.96,False
120,20,8,120.0,1.0,1.0,1.0,batch_level_workload_not_one_physical_unit,0.78,192,2,960.0,9.21,0.55,1.0,9,120.01785397529602,126.35744118690491,False,7176.275951252213,967.2554293231616,13,90.28714855451865,60.58234763163592,14.231773741862389,9.540517645552441,150.86949618615458,131.97349322372438,169.02174923268495,17.18949087279625,12.037673680533384,22.880943719559852,17.18949087279625,12.037673680533384,22.880943719559852,168.05898705895083,149.70850955657548,188.05527473933728,18104.33954233855,20167.0784470741,905.2169771169274,1008.3539223537049,0.942934351163466,1.0503686691184426,,,,,,,,,,,,,,False
120,20,8,120.0,1.0,1.0,1.5,batch_level_workload_not_one_physical_unit,0.78,192,2,960.0,9.21,0.55,1.0,2,6.497164011001587,6.532892227172852,True,13038.910339475973,2031.7820678951948,16,90.28714855451865,60.58234763163592,14.231773741862389,9.540517645552441,150.86949618615458,131.97349322372438,169.02174923268495,17.18949087279625,12.037673680533384,22.880943719559852,25.784236309194373,18.056510520800074,34.32141557933978,176.65373249534895,158.57601772300103,198.4214171446618,18104.33954233855,21198.447899441875,905.2169771169274,1059.9223949720938,0.942934351163466,1.1040858280959311,0.0,0.83,0.17,0.31,35.61,26.97,1.0,1.0,7.8,1.0,5515.017377544459,46460.13902035567,27.8,False
125,20,8,120.0,1.0,1.0,0.5,batch_level_workload_not_one_physical_unit,0.78,192,2,960.0,9.21,0.55,1.0,9,120.01521396636963,125.85251355171204,False,3714.432350853359,706.8864701706718,1,90.2298190181384,60.42662878822508,14.247671743381046,9.515995017569463,150.65644780636347,131.97349322372438,169.02174923268495,17.188003257770536,12.037673680533384,22.880943719559852,8.594001628885268,6.018836840266692,11.440471859779926,159.25044943524873,140.84100139014993,178.40848487263673,18832.055975795436,19906.306179406096,941.6027987897718,995.3153089703048,0.9808362487393456,1.036786780177401,,,,,,,,,,,,,,False
125,20,8,120.0,1.0,1.0,1.0,batch_level_workload_not_one_physical_unit,0.78,192,2,960.0,9.21,0.55,1.0,9,120.01102089881897,122.82768726348877,False,11065.087861484557,1781.017574371097,12,90.2298190181384,60.42662878822508,14.247671743381046,9.515995017569463,150.65644780636347,131.97349322372438,169.02174923268495,17.188003257770536,12.037673680533384,22.880943719559852,17.188003257770536,12.037673680533384,22.880943719559852,167.844451064134,149.70850955657548,188.05527473933728,18832.055975795436,20980.556383016752,941.6027987897718,1049.0278191508376,0.9808362487393456,1.0927373116154557,,,,,,,,,,,,,,False
125,20,8,120.0,1.0,1.0,1.5,batch_level_workload_not_one_physical_unit,0.78,192,2,960.0,9.21,0.55,1.0,9,120.01731514930725,127.96522903442383,False,17300.521619360203,2884.104323872041,16,90.2298190181384,60.42662878822508,14.247671743381046,9.515995017569463,150.65644780636347,131.97349322372438,169.02174923268495,17.188003257770536,12.037673680533384,22.880943719559852,25.782004886655802,18.056510520800074,34.32141557933978,176.4384526930193,158.57601772300103,198.4214171446618,18832.055975795436,22054.806586627405,941.6027987897718,1102.7403293313703,0.9808362487393456,1.1486878430535108,,,,,,,,,,,,,,False
