n_jobs,weekday_days,weekend_extension_days,maintenance_duration,mu_scale,sigma_scale,k,job_abstraction,ct_proxy_whole_line_takt_min_per_unit,approx_units_per_model_job,shifts_per_day,pm_suppresses_stops_days,daily_capacity_min,mean_uptime_between_stops,mean_stop_duration,stop_duration_cv,gurobi_status,solve_time_sec,solve_wall_time_sec,accepted_for_simulation,objective_value,achieved_mip_gap,planned_total_ot,n_days_with_planned_ot,mu_A_mean,mu_B_mean,sigma_A_mean,sigma_B_mean,mu_total_mean,mu_total_min,mu_total_max,sigma_total_mean,sigma_total_min,sigma_total_max,k_buffer_mean,k_buffer_min,k_buffer_max,p_robust_mean,p_robust_min,p_robust_max,total_nominal_load,total_robust_load,avg_nominal_load_per_day,avg_robust_load_per_day,daily_nominal_utilization_ratio,daily_robust_utilization_ratio,prob_cleared_within_weekdays,prob_cleared_within_extended_horizon,prob_terminal_backlog_after_extension,avg_terminal_backlog_after_extension,avg_max_backlog,avg_n_spillover_days,prob_any_spillover,avg_first_spillover_day,avg_n_weekend_days_used,prob_any_weekend_use,avg_weekend_used_time,avg_total_weekend_cost,avg_final_completion_day,system_ok
125,20,8,120.0,1.0,1.0,0.5,batch_level_workload_not_one_physical_unit,0.78,192,2,0,960.0,9.21,0.55,1.0,9,600.0789999961853,600.8452978134155,False,3762.4526523790405,0.013534191670521653,716.4905304758081,1,90.2298190181384,60.42662878822508,14.247671743381046,9.515995017569463,150.65644780636347,131.97349322372438,169.02174923268495,17.188003257770536,12.037673680533384,22.880943719559852,8.594001628885268,6.018836840266692,11.440471859779926,159.25044943524873,140.84100139014993,178.40848487263673,18832.055975795432,19906.306179406092,941.6027987897717,995.3153089703046,0.9808362487393455,1.0367867801774007,,,,,,,,,,,,,,False
