n_jobs,weekday_days,weekend_extension_days,maintenance_duration,mu_scale,sigma_scale,k,n_replications,job_abstraction,ct_proxy_whole_line_takt_min_per_unit,approx_units_per_model_job,shifts_per_day,pm_suppresses_stops_days,daily_capacity_min,mean_uptime_between_stops,mean_stop_duration,stop_duration_cv,avg_nominal_job_time,avg_robust_job_time,prob_cleared_within_weekdays,prob_cleared_within_extended_horizon,prob_terminal_backlog_after_extension,avg_terminal_backlog_after_extension,avg_max_backlog,avg_n_spillover_days,prob_any_spillover,avg_first_spillover_day,avg_n_weekend_days_used,prob_any_weekend_use,avg_weekend_used_time,avg_total_weekend_cost,avg_total_stop_delay_min,avg_final_completion_day
100,20,8,120.0,1.0,1.0,0.5,50,batch_level_workload_not_one_physical_unit,0.78,192,2,0,960.0,9.21,0.55,1.0,150.56677701317392,159.18352372007706,0.0,1.0,0.0,0,17.16,21.84,1.0,1.14,3.78,1.0,2428.7794369437474,20564.23549554998,539.0689735672247,23.78
