n_jobs,weekday_days,weekend_extension_days,maintenance_duration,mu_scale,sigma_scale,k,n_replications,job_abstraction,ct_proxy_whole_line_takt_min_per_unit,approx_units_per_model_job,shifts_per_day,daily_capacity_min,mean_uptime_between_stops,mean_stop_duration,stop_duration_cv,avg_nominal_job_time,avg_robust_job_time,prob_cleared_within_weekdays,prob_cleared_within_extended_horizon,prob_terminal_backlog_after_extension,avg_terminal_backlog_after_extension,avg_max_backlog,avg_n_spillover_days,prob_any_spillover,avg_first_spillover_day,avg_n_weekend_days_used,prob_any_weekend_use,avg_weekend_used_time,avg_total_weekend_cost,avg_final_completion_day
125,20,8,120.0,1.0,1.0,1.0,5,batch_level_workload_not_one_physical_unit,0.78,192,2,960.0,9.21,0.55,1.0,150.6564478063635,167.844451064134,0.0,0.2,0.8,2.4,38.4,27.6,1.0,1.2,8,1.0,5654.6835794077715,47637.46863526217,28
